node,industry,country,in_degree,out_degree,flag_reason,decision
petron,Oil & Gas Producers,Philippines,1,0,low degree,
petronet lng,Oil & Gas Producers,India,1,0,low degree,
petrovietnam chemical & services,Oil & Gas Services & Equip,Vietnam,1,0,low degree,
petrovietnam gas city investment and development jsc,Machinery,Vietnam,1,0,low degree,
petrowidada pt,Chemicals,Indonesia,1,0,low degree,
petrozavodskie kommunalnye sistemy oad,Renewable Energy,Russia,1,0,low degree,
pge polska grupa energetyczna,Electric Utilities,Poland,1,0,low degree,
pha lai thermal power jsc,Electric Utilities,Vietnam,1,0,low degree,
philex mining,Metals & Mining,Philippines,1,0,low degree,
phoenix contact gmbh & co kg,Electrical Equipment,Germany,1,0,low degree,
phoenix it city pvt,Engineering & Construction,India,1,0,low degree,
phoenix motor,Automotive,USA,1,0,low degree,
phosagro pjsc,Chemicals,Russia,1,0,low degree,
phuc hung holdings construction jsc,Engineering & Construction,Vietnam,1,0,low degree,
phuong dong viet transportation oil jsc,Oil & Gas Producers,Vietnam,1,0,low degree,
piaggio vietnam,Automotive,Vietnam,1,0,low degree,
piller dynasine,Electrical Equipment,Germany,1,0,low degree,
pingdingshan ruiping coal,Electric Utilities,China,1,0,low degree,
pingdingshan tianan coal industry qikuan,Metals & Mining,China,1,0,low degree,
pingmei shenma machinery equipment,Machinery,China,1,0,low degree,
pinturas valmex sa de cv,Engineering & Construction,Mexico,1,0,low degree,
pioneer power solutions,Electrical Equipment,USA,1,0,low degree,
pirelli & c,Automotive,Italy,1,0,low degree,
pires do rio citep comercio e industria de ferro e aco ltda,Steel,Brazil,1,0,low degree,
piroux industrie sasu,Industrial Intermediate Prod,France,1,0,low degree,
pitney bowes,Technology Hardware,USA,1,0,low degree,
pixie dust technologies,Technology Hardware,Japan,1,0,low degree,
pjm interconnection,Electric Utilities,USA,1,0,low degree,
pla matels,Chemicals,Japan,1,0,low degree,
placas laminas y perfiles de veracruz sa de cv,Steel,Mexico,1,0,low degree,
plains gp holdings lp,Oil & Gas Producers,USA,1,0,low degree,
plansee se,Industrial Intermediate Prod,Austria,1,0,low degree,
plaschem,Chemicals,Vietnam,1,0,low degree,
plasmar plastik ve kimya sanayi ve dis ticaret as,Industrial Intermediate Prod,Turkey,1,0,low degree,
plasticos el panda sa de cv,Industrial Intermediate Prod,El Salvador,1,0,low degree,
plastiques du val de loire,Automotive,France,1,0,low degree,
plastron precision,Electrical Equipment,Taiwan,1,0,low degree,
platinum group metals,Metals & Mining,Canada,1,0,low degree,
platinum mile,Mine,South Africa,0,1,low degree,
plc spa,Renewable Energy,Italy,1,0,low degree,
plesa anahuac y cias sa de cv,Steel,Spain,1,0,low degree,
plexus,Semiconductors,USA,1,0,low degree,
polaquimia sa de cv,Chemicals,Mexico,1,0,low degree,
polar,Mine,Russia,0,1,low degree,
polarx,Metals & Mining,Australia,1,0,low degree,
polytama propindo pt,Chemicals,Indonesia,1,0,low degree,
ponsse oyj,Machinery,Finland,1,0,low degree,
port authority of thailand,Transportation & Logistics,Thailand,1,0,low degree,
porvair,Machinery,UK,1,0,low degree,
pos indonesia pt,Transportation & Logistics,Indonesia,1,0,low degree,
posco a&c,Engineering & Construction,South Korea,1,0,low degree,
posco mc materials,Metals & Mining,South Korea,1,0,low degree,
post & telecommunication equipment jsc,Technology Hardware,Vietnam,1,0,low degree,
poten environment,Engineering & Construction,China,1,0,low degree,
potevio,Technology Hardware,China,1,0,low degree,
potevio new energy,Automotive,China,1,0,low degree,
powdertech,Industrial Intermediate Prod,Japan,1,0,low degree,
powell industries,Electrical Equipment,USA,1,0,low degree,
power engineering consulting jsc,Engineering & Construction,Vietnam,1,0,low degree,
power engineering consulting jsc no 4,Engineering & Construction,Vietnam,1,0,low degree,
power mech projects,Engineering & Construction,India,1,0,low degree,
powerchip semiconductor manufacturing,Semiconductors,Taiwan,1,0,low degree,
powerchip technology,Semiconductors,Taiwan,1,0,low degree,
powertech technology,Semiconductors,Taiwan,1,0,low degree,
powin energy corp/nv,Renewable Energy,USA,1,0,low degree,
pp presisi tbk pt,Engineering & Construction,Indonesia,1,0,low degree,
prayagraj power generation,Electric Utilities,India,1,0,low degree,
precision camshafts,Automotive,India,1,0,low degree,
precision wires india,Electrical Equipment,India,1,0,low degree,
prefab,Construction Materials,Romania,1,0,low degree,
prefere melamines,Chemicals,Germany,1,0,low degree,
premium transmission pvt,Machinery,India,1,0,low degree,
presrite,Industrial Intermediate Prod,USA,1,0,low degree,
press metal aluminium holdings bhd,Metals & Mining,Malaysia,1,0,low degree,
prima alloy steel universal tbk pt,Automotive,Indonesia,1,0,low degree,
prima multi terminal pt,Transportation & Logistics,Indonesia,1,0,low degree,
prime wheel,Automotive,USA,1,0,low degree,
prinx chengshan shandong tire,Automotive,China,1,0,low degree,
pro-tec coating,Steel,USA,1,0,low degree,
productos laminados de monterrey sa de cv,Steel,Mexico,1,0,low degree,
productos rivial sa de cv,Chemicals,Mexico,1,0,low degree,
profertil,Chemicals,Argentina,1,0,low degree,
prokatmontazh oao,Engineering & Construction,Russia,1,0,low degree,
promate electronic,Technology Hardware,Taiwan,0,1,low degree,
promotora y operadora de infraestructura sab de cv,Transportation & Logistics,Mexico,1,0,low degree,
prosperity steel united singapore pte,Steel,Singapore,1,0,low degree,
proveedora de materiales plasticos sa de cv,Industrial Intermediate Prod,Spain,1,0,low degree,
prysmian,Electrical Equipment,Italy,1,0,low degree,
psa international pte,Transportation & Logistics,Singapore,1,0,low degree,
ptsc thanh hoa port jsc,Transportation & Logistics,Vietnam,1,0,low degree,
public gas,Gas & Water Utilities,Spain,1,0,low degree,
public transport authority of western australia,Transportation & Logistics,Australia,1,0,low degree,
public utilities board,Gas & Water Utilities,Singapore,1,0,low degree,
puerto rico electric power authority,Electric Utilities,USA,1,0,low degree,
puerto ventanas,Transportation & Logistics,Chile,1,0,low degree,
pungkang,Industrial Intermediate Prod,South Korea,1,0,low degree,
pupuk iskandar muda pt,Chemicals,Indonesia,1,0,low degree,
pupuk sriwidjaja pt,Chemicals,Indonesia,1,0,low degree,
puradyn filter technologies,Machinery,USA,1,0,low degree,
putra energy nusantara pt,Metals & Mining,Indonesia,1,0,low degree,
puyang refractories,Construction Materials,China,1,0,low degree,
pyeongtaek energy service,Electric Utilities,South Korea,1,0,low degree,
qatar airways qcsc,Transportation & Logistics,Qatar,1,0,low degree,
qatar chemical,Chemicals,Qatar,1,0,low degree,
qatar fuel qsc,Oil & Gas Producers,Qatar,1,0,low degree,
qatar general electricity & water,Electric Utilities,Qatar,1,0,low degree,
qiming information technology,Technology Services,China,1,0,low degree,
qingdao copton technology,Chemicals,China,1,0,low degree,
qingdao luowei new materials,Chemicals,China,1,0,low degree,
qingdao seah precision metal,Automotive,China,1,0,low degree,
qingdao topscomm communication,Technology Hardware,China,1,0,low degree,
qinghai huadian ferro-alloy,Steel,China,1,0,low degree,
qinghai jinrui mineral development,Metals & Mining,China,1,0,low degree,
qingqi group jiangmen guangsu motorcycle,Automotive,China,1,0,low degree,
qinhuangdao shougang machinery,Steel,China,1,0,low degree,
qinhuangdao shougang plate mill,Steel,China,1,0,low degree,
qinhuangdao shouqin steel processing distribution,Steel,China,1,0,low degree,
quadra power generation pjsc,Electric Utilities,Russia,1,0,low degree,
quaker chemical,Chemicals,USA,1,0,low degree,
quang ninh thermal power jsc,Electric Utilities,Vietnam,1,0,low degree,
quantum fuel systems technologies worldwide,Automotive,USA,1,0,low degree,
qube,Transportation & Logistics,Australia,1,0,low degree,
queensland electricity transmission,Electric Utilities,Australia,1,0,low degree,
quintain steel,Steel,Taiwan,1,0,low degree,
rabbalshede kraft ab,Renewable Energy,Sweden,1,0,low degree,
rabigh electricity,Electric Utilities,Saudi Arabia,1,0,low degree,
radiant opto-electronics,Technology Hardware,Taiwan,1,0,low degree,
rafael g albanesi,Oil & Gas Producers,Spain,1,0,low degree,
rahn,Chemicals,Switzerland,1,0,low degree,
rail vikas nigam,Engineering & Construction,India,1,0,low degree,
rane,Automotive,India,1,0,low degree,
rasa industries,Chemicals,Japan,1,0,low degree,
rasgas,Oil & Gas Producers,Qatar,1,0,low degree,
rashtriya chemicals & fertilizers,Chemicals,India,1,0,low degree,
rassini sab de cv,Automotive,Mexico,1,0,low degree,
rassini-nhk automotive ltda,Industrial Intermediate Prod,Brazil,1,0,low degree,
rattanindia power,Electric Utilities,India,1,0,low degree,
rbc bearings,Industrial Intermediate Prod,USA,1,0,low degree,
rdg acos do brasil s/a,Steel,Spain,1,0,low degree,
re borrmann steel,Steel,USA,1,0,low degree,
rechi qingdao precision electromechanical,Machinery,China,1,0,low degree,
rechi refrigeration machine dongguan,Electrical Equipment,China,1,0,low degree,
refinaria petroleo ipiranga,Oil & Gas Producers,Brazil,1,0,low degree,
refineria la pampilla saa relapasa,Oil & Gas Producers,Peru,1,0,low degree,
refrigeration electrical engineering,Electric Utilities,Vietnam,1,0,low degree,
reliability,Semiconductors,USA,1,0,low degree,
reliance infrastructure,Electric Utilities,India,1,0,low degree,
reliance power,Electric Utilities,India,1,0,low degree,
relx,Technology Services,UK,1,0,low degree,
renaissance gold,Metals & Mining,Canada,1,0,low degree,
renaissance united,Gas & Water Utilities,Singapore,1,0,low degree,
renk,Machinery,Germany,1,0,low degree,
renova,Electric Utilities,Japan,1,0,low degree,
repower,Electric Utilities,Switzerland,1,0,low degree,
republic airlines,Transportation & Logistics,USA,1,0,low degree,
restar,Technology Hardware,Japan,1,0,low degree,
revelo resources,Metals & Mining,Canada,1,0,low degree,
revvity,Medical Equipment & Devices,USA,1,0,low degree,
rexel group australia pty,Electrical Equipment,Australia,1,0,low degree,
rgl,Metals & Mining,UK,1,0,low degree,
rheinmetall bae systems land,Aerospace & Defense,UK,1,0,low degree,
rhino resource partners lp,Metals & Mining,USA,1,0,low degree,
ricardo,Engineering & Construction,UK,1,0,low degree,
rico auto industries,Automotive,India,1,0,low degree,
ricoh,Technology Hardware,Japan,1,0,low degree,
riken corundum,Construction Materials,Japan,1,0,low degree,
riso kagaku,Technology Hardware,Japan,1,0,low degree,
riung mitra lestari pt,Metals & Mining,Indonesia,1,0,low degree,
riverside resources,Metals & Mining,Canada,1,0,low degree,
rix,Machinery,Japan,1,0,low degree,
riyue heavy industry,Renewable Energy,China,1,0,low degree,
rizhao iron & steel,Steel,China,1,0,low degree,
rizhao kumho jinma chemical,Chemicals,China,1,0,low degree,
rm2 international,Industrial Intermediate Prod,UK,1,0,low degree,
robert bird group pty,Engineering & Construction,Australia,1,0,low degree,
robert bosch automotive steering,Automotive,Germany,1,0,low degree,
robostar,Machinery,South Korea,1,0,low degree,
rojana industrial park pcl,Electric Utilities,Thailand,1,0,low degree,
rojana power,Electric Utilities,Thailand,1,0,low degree,
roland erdrich,Industrial Intermediate Prod,Germany,1,0,low degree,
rolled alloys,Steel,USA,1,0,low degree,
romark logistics,Transportation & Logistics,USA,1,0,low degree,
rongfa nuclear equipment,Electrical Equipment,China,1,0,low degree,
rorze,Semiconductors,Japan,1,0,low degree,
roshow technology,Electrical Equipment,China,1,0,low degree,
royal gold,Metals & Mining,USA,1,0,low degree,
royal schiphol,Transportation & Logistics,Netherlands,1,0,low degree,
rpm international,Chemicals,USA,1,0,low degree,
ruag international holding,Aerospace & Defense,Switzerland,1,0,low degree,
rubis sca,Oil & Gas Producers,France,1,0,low degree,
ruby pipeline,Oil & Gas Producers,USA,1,0,low degree,
ruentex engineering & construction,Engineering & Construction,Taiwan,1,0,low degree,
ruentex materials,Construction Materials,Taiwan,1,0,low degree,
ruitai materials technology,Construction Materials,China,1,0,low degree,
rusal sayanogorsk jsc,Metals & Mining,Russia,1,0,low degree,
rushydro pjsc,Electric Utilities,Russia,1,0,low degree,
russian railways jsc,Transportation & Logistics,Russia,1,0,low degree,
rustenburg,Mine,South Africa,0,1,low degree,
s&p global,Technology Services,USA,1,0,low degree,
s&s tech,Semiconductors,South Korea,1,0,low degree,
s-fuelcell,Renewable Energy,South Korea,1,0,low degree,
saab all,Aerospace & Defense,Sweden,1,0,low degree,
saab automobile ab,Automotive,Sweden,1,0,low degree,
sabena technics sas,Aerospace & Defense,France,1,0,low degree,
sacyr,Engineering & Construction,Spain,1,0,low degree,
sadoshima,Steel,Japan,1,0,low degree,
sae dong,Machinery,South Korea,1,0,low degree,
saeron automotive,Automotive,South Korea,1,0,low degree,
sahacogen chonburi pcl,Electric Utilities,Thailand,1,0,low degree,
sahara international petrochemical,Chemicals,Saudi Arabia,1,0,low degree,
saia,Transportation & Logistics,USA,1,0,low degree,
saibu gas,Gas & Water Utilities,Japan,1,0,low degree,
saigon passenger transport jsc,Transportation & Logistics,Vietnam,1,0,low degree,
sailun,Automotive,China,1,0,low degree,
saitama toyopet kk,Automotive,Japan,1,0,low degree,
sakai moving service,Transportation & Logistics,Japan,1,0,low degree,
salavatsteklo oao,Construction Materials,Russia,1,0,low degree,
salt river project,Electric Utilities,USA,1,0,low degree,
sam,Electrical Equipment,Vietnam,1,0,low degree,
samaragaz 0ao,Gas & Water Utilities,Russia,1,0,low degree,
sambo motors,Automotive,South Korea,1,0,low degree,
sametel jsc,Electrical Equipment,Vietnam,1,0,low degree,
samhyun steel,Steel,South Korea,1,0,low degree,
samindo resources tbk,Metals & Mining,Indonesia,1,0,low degree,
sampyo cement,Construction Materials,South Korea,1,0,low degree,
samsung medison,Medical Equipment & Devices,South Korea,1,0,low degree,
samtech co ltd/osaka japan,Automotive,Japan,1,0,low degree,
samuel son,Steel,Canada,1,0,low degree,
samwha capacitor,Semiconductors,South Korea,1,0,low degree,
samwha electric,Semiconductors,South Korea,1,0,low degree,
samyang,Chemicals,South Korea,1,0,low degree,
san diego county regional airport authority,Transportation & Logistics,USA,1,0,low degree,
san francisco municipal transportation agency,Transportation & Logistics,USA,1,0,low degree,
san juan,Renewable Energy,Chile,1,0,low degree,
san lien technology,Machinery,Taiwan,1,0,low degree,
san-ei,Transportation & Logistics,Japan,1,0,low degree,
san-fi,Transportation & Logistics,China,1,0,low degree,
sanan optoelectronics,Semiconductors,China,1,0,low degree,
sanchuan wisdom technology,Electrical Equipment,China,1,0,low degree,
sandstorm gold,Metals & Mining,Canada,1,0,low degree,
sango,Automotive,Japan,1,0,low degree,
sanhe xinhongchang special vehicle,Transportation Equipment,China,1,0,low degree,
sanki engineering,Engineering & Construction,Japan,1,0,low degree,
sanko,Technology Hardware,Japan,1,0,low degree,
sanko gosei,Industrial Intermediate Prod,Japan,1,0,low degree,
sanko seisakusyo,Industrial Intermediate Prod,Japan,1,0,low degree,
sankyu,Transportation & Logistics,Japan,1,0,low degree,
sanmina,Technology Hardware,USA,1,0,low degree,
sanoyas,Transportation Equipment,Japan,1,0,low degree,
sanrin,Oil & Gas Producers,Japan,1,0,low degree,
sanritsu kosan,Machinery,Japan,1,0,low degree,
sansei technologies,Machinery,Japan,1,0,low degree,
sansuy s/a,Industrial Intermediate Prod,Spain,1,0,low degree,
santiago solar,Electric Utilities,Chile,1,0,low degree,
santos,Oil & Gas Producers,Australia,1,0,low degree,
sanwa packing industry,Industrial Intermediate Prod,Japan,1,0,low degree,
sanwei holding,Machinery,China,1,0,low degree,
sanyo electric railway,Transportation & Logistics,Japan,1,0,low degree,
sanyo industries,Industrial Intermediate Prod,Japan,1,0,low degree,
sapura energy bhd,Oil & Gas Services & Equip,Malaysia,1,0,low degree,
sapura industrial bhd,Automotive,Malaysia,1,0,low degree,
saranacentral bajatama tbk pt,Steel,Indonesia,1,0,low degree,
saras,Oil & Gas Producers,Italy,1,0,low degree,
saratovgaz,Gas & Water Utilities,Russia,1,0,low degree,
sarralle steel melting plant sl,Machinery,Spain,1,0,low degree,
